sample_idx,true_class,pred_class,correct,confidence,rare_cell_count,unseen_cell_count,raw_scaled_category,raw_scaled_knn_true_frac,raw_scaled_knn_pred_frac,raw_scaled_is_ood95,raw_scaled_knn_mean_dist,token_bin_offset_category,token_bin_offset_knn_true_frac,token_bin_offset_knn_pred_frac,token_bin_offset_is_ood95,token_bin_offset_knn_mean_dist,cls_classifier_input_category,cls_classifier_input_knn_true_frac,cls_classifier_input_knn_pred_frac,cls_classifier_input_is_ood95,cls_classifier_input_knn_mean_dist,audit_subset,true_id,pred_id
4568,Spyware,Ransomware,False,0.9996051,0,0,feature_space_overlap_with_pred_class,0.24,0.52,False,0.6263053703308106,mixed_neighbors_ambiguous,0.2,0.24,False,5.345944881439209,feature_space_overlap_with_pred_class,0.0,1.0,False,6.817552070617676,model_amplification,2,1
5253,Spyware,Trojan,False,0.99956185,0,0,feature_space_overlap_with_pred_class,0.4,0.56,False,0.4787971973419189,mixed_neighbors_ambiguous,0.24,0.4,False,4.951948328018188,feature_space_overlap_with_pred_class,0.0,1.0,False,5.544966564178467,model_amplification,2,3
6824,Ransomware,Spyware,False,0.9995301,0,0,mixed_neighbors_ambiguous,0.36,0.08,False,0.976432101726532,mixed_neighbors_ambiguous,0.4,0.4,False,5.628098983764648,feature_space_overlap_with_pred_class,0.0,1.0,False,5.698354377746582,model_amplification,1,2
3273,Spyware,Trojan,False,0.9995017,0,0,mixed_neighbors_ambiguous,0.16,0.28,False,0.3094186997413635,mixed_neighbors_ambiguous,0.4,0.24,False,4.819844570159912,OOD_or_distribution_shift,0.0,1.0,True,7.846951885223389,model_amplification,2,3
6345,Spyware,Trojan,False,0.9994954,0,0,mixed_neighbors_ambiguous,0.2,0.28,False,0.8106608653068542,mixed_neighbors_ambiguous,0.36,0.16,False,6.431529445648193,feature_space_overlap_with_pred_class,0.0,1.0,False,4.957423152923584,model_amplification,2,3
2676,Trojan,Spyware,False,0.9994666,0,0,mixed_neighbors_ambiguous,0.32,0.12,False,0.2791393530368805,mixed_neighbors_ambiguous,0.32,0.0,False,3.9393442630767823,feature_space_overlap_with_pred_class,0.0,1.0,False,5.765795125961303,model_amplification,3,2
410,Ransomware,Spyware,False,0.99940383,0,0,mixed_neighbors_ambiguous,0.36,0.28,False,0.1786670750379562,mixed_neighbors_ambiguous,0.32,0.4,False,4.775494613647461,feature_space_overlap_with_pred_class,0.0,1.0,False,6.10233362197876,model_amplification,1,2
3756,Trojan,Ransomware,False,0.99940157,0,0,mixed_neighbors_ambiguous,0.44,0.48,False,1.3666240286827087,mixed_neighbors_ambiguous,0.36,0.4,False,6.081030368804932,feature_space_overlap_with_pred_class,0.0,1.0,False,7.41360466003418,model_amplification,3,1
9963,Spyware,Trojan,False,0.9993793,0,0,model_boundary_failure_knn_true_neighbors,0.92,0.04,False,0.4580137574672699,feature_space_overlap_with_pred_class,0.16,0.52,False,4.668547554016113,feature_space_overlap_with_pred_class,0.0,1.0,False,6.34370901107788,model_amplification,2,3
1720,Spyware,Trojan,False,0.99934167,0,0,mixed_neighbors_ambiguous,0.2,0.48,False,0.1986414486169815,feature_space_overlap_with_pred_class,0.08,0.72,False,3.2157530212402343,feature_space_overlap_with_pred_class,0.0,1.0,False,2.5818945479393007,model_amplification,2,3
2561,Trojan,Ransomware,False,0.9992755,0,0,mixed_neighbors_ambiguous,0.44,0.16,False,0.2471345725655555,mixed_neighbors_ambiguous,0.24,0.2,False,5.069065589904785,feature_space_overlap_with_pred_class,0.0,1.0,False,6.308721008300782,model_amplification,3,1
2394,Ransomware,Spyware,False,0.99927,0,0,mixed_neighbors_ambiguous,0.24,0.36,False,0.8125860804319381,mixed_neighbors_ambiguous,0.4,0.36,False,5.938057556152343,feature_space_overlap_with_pred_class,0.0,1.0,False,5.500065174102783,model_amplification,1,2
3643,Spyware,Ransomware,False,0.9991596,0,0,mixed_neighbors_ambiguous,0.2,0.28,False,0.5214589786529541,mixed_neighbors_ambiguous,0.2,0.24,False,5.988833408355713,feature_space_overlap_with_pred_class,0.0,1.0,False,5.678361825942993,model_amplification,2,1
2852,Spyware,Ransomware,False,0.9990866,0,0,OOD_or_distribution_shift,0.4,0.52,True,10.000477590560912,mixed_neighbors_ambiguous,0.36,0.44,False,6.11561918258667,feature_space_overlap_with_pred_class,0.0,1.0,False,6.893647422790528,model_amplification,2,1
10910,Spyware,Ransomware,False,0.9990662,0,0,mixed_neighbors_ambiguous,0.4,0.32,False,1.3504485511779785,mixed_neighbors_ambiguous,0.44,0.32,False,6.191174526214599,feature_space_overlap_with_pred_class,0.0,1.0,False,5.70175500869751,model_amplification,2,1
4474,Ransomware,Spyware,False,0.9989145,0,0,model_boundary_failure_knn_true_neighbors,0.52,0.4,False,0.0939054314792156,mixed_neighbors_ambiguous,0.4,0.48,False,3.5412555599212645,feature_space_overlap_with_pred_class,0.0,1.0,False,3.9778759050369263,model_amplification,1,2
7644,Trojan,Ransomware,False,0.99889165,0,0,mixed_neighbors_ambiguous,0.36,0.28,False,1.2049664211273194,feature_space_overlap_with_pred_class,0.28,0.56,False,6.475063667297364,feature_space_overlap_with_pred_class,0.0,1.0,False,5.63732162475586,model_amplification,3,1
2128,Spyware,Ransomware,False,0.99884075,0,0,feature_space_overlap_with_pred_class,0.16,0.52,False,0.3167723900079727,mixed_neighbors_ambiguous,0.08,0.24,False,5.5425145721435545,feature_space_overlap_with_pred_class,0.0,1.0,False,5.665086908340454,model_amplification,2,1
6522,Spyware,Ransomware,False,0.9987637,0,0,mixed_neighbors_ambiguous,0.48,0.16,False,1.1778100168704986,mixed_neighbors_ambiguous,0.44,0.32,False,5.534439926147461,OOD_or_distribution_shift,0.0,1.0,True,8.075475120544434,model_amplification,2,1
967,Ransomware,Spyware,False,0.9987496,0,0,OOD_or_distribution_shift,0.28,0.4,True,1.502975220680237,model_boundary_failure_knn_true_neighbors,0.52,0.32,False,6.123951282501221,feature_space_overlap_with_pred_class,0.0,1.0,False,6.254928302764893,model_amplification,1,2
7994,Spyware,Ransomware,False,0.9986607,0,0,mixed_neighbors_ambiguous,0.24,0.48,False,0.6859515103697776,feature_space_overlap_with_pred_class,0.32,0.52,False,5.431178588867187,feature_space_overlap_with_pred_class,0.0,1.0,False,5.049677724838257,model_amplification,2,1
9933,Ransomware,Spyware,False,0.9986601,0,0,model_boundary_failure_knn_true_neighbors,0.52,0.24,False,0.9339766216278076,model_boundary_failure_knn_true_neighbors,0.52,0.12,False,5.418239116668701,feature_space_overlap_with_pred_class,0.0,1.0,False,6.401705617904663,model_amplification,1,2
4103,Spyware,Ransomware,False,0.9986426,0,0,feature_space_overlap_with_pred_class,0.16,0.6,False,0.3863735258579254,mixed_neighbors_ambiguous,0.12,0.24,False,5.942311782836914,feature_space_overlap_with_pred_class,0.0,1.0,False,5.236013174057007,model_amplification,2,1
344,Trojan,Ransomware,False,0.9986313,0,0,model_boundary_failure_knn_true_neighbors,0.96,0.0,False,0.806517105102539,model_boundary_failure_knn_true_neighbors,0.8,0.08,False,6.051482486724853,feature_space_overlap_with_pred_class,0.0,1.0,False,7.513705825805664,model_amplification,3,1
4121,Spyware,Trojan,False,0.99859864,0,0,mixed_neighbors_ambiguous,0.08,0.44,False,0.656044796705246,feature_space_overlap_with_pred_class,0.16,0.6,False,4.322831172943115,feature_space_overlap_with_pred_class,0.0,1.0,False,5.108624649047852,model_amplification,2,3
1702,Spyware,Ransomware,False,0.9985875,0,0,model_boundary_failure_knn_true_neighbors,0.56,0.44,False,0.9492637258768082,feature_space_overlap_with_pred_class,0.44,0.56,False,5.789637584686279,feature_space_overlap_with_pred_class,0.0,1.0,False,4.872971744537353,model_amplification,2,1
7213,Trojan,Ransomware,False,0.99852186,0,0,model_boundary_failure_knn_true_neighbors,0.64,0.24,False,0.1800874274969101,model_boundary_failure_knn_true_neighbors,0.56,0.4,False,4.29425271987915,feature_space_overlap_with_pred_class,0.0,1.0,False,6.227028293609619,model_amplification,3,1
7682,Spyware,Ransomware,False,0.99835485,0,0,feature_space_overlap_with_pred_class,0.28,0.56,False,0.5848168480396271,mixed_neighbors_ambiguous,0.36,0.24,False,4.493941450119019,feature_space_overlap_with_pred_class,0.0,1.0,False,7.749048156738281,model_amplification,2,1
11138,Trojan,Spyware,False,0.9982951,0,0,mixed_neighbors_ambiguous,0.32,0.08,False,0.1309177228808403,mixed_neighbors_ambiguous,0.16,0.24,False,3.4247350120544438,feature_space_overlap_with_pred_class,0.0,1.0,False,5.312110257148743,model_amplification,3,2
639,Ransomware,Spyware,False,0.9982529,0,0,mixed_neighbors_ambiguous,0.48,0.2,False,0.1978473261743784,mixed_neighbors_ambiguous,0.36,0.32,False,3.9456872177124014,feature_space_overlap_with_pred_class,0.0,1.0,False,4.436831585168839,model_amplification,1,2
4319,Trojan,Ransomware,False,0.9982065,0,0,mixed_neighbors_ambiguous,0.4,0.24,False,0.1343878559023142,mixed_neighbors_ambiguous,0.32,0.2,False,4.060017166137695,feature_space_overlap_with_pred_class,0.0,1.0,False,5.1331658363342285,model_amplification,3,1
9656,Spyware,Trojan,False,0.99817395,0,0,mixed_neighbors_ambiguous,0.36,0.36,False,0.1186606337130069,feature_space_overlap_with_pred_class,0.2,0.52,False,3.930661611557007,feature_space_overlap_with_pred_class,0.0,1.0,False,6.9905941200256345,model_amplification,2,3
6951,Trojan,Ransomware,False,0.99817073,0,0,mixed_neighbors_ambiguous,0.16,0.4,False,0.2077025038003921,mixed_neighbors_ambiguous,0.32,0.48,False,3.928817844390869,feature_space_overlap_with_pred_class,0.0,1.0,False,7.0354358673095705,model_amplification,3,1
10364,Trojan,Spyware,False,0.99797505,0,0,mixed_neighbors_ambiguous,0.08,0.16,False,0.073078574091196,mixed_neighbors_ambiguous,0.12,0.36,False,3.822460794448853,OOD_or_distribution_shift,0.0,1.0,True,7.858908977508545,model_amplification,3,2
9109,Spyware,Trojan,False,0.99791425,0,0,feature_space_overlap_with_pred_class,0.2,0.52,False,0.414757239818573,mixed_neighbors_ambiguous,0.12,0.28,False,4.145292901992798,feature_space_overlap_with_pred_class,0.0,1.0,False,3.1723313999176024,model_amplification,2,3
8702,Trojan,Ransomware,False,0.9978536,0,0,mixed_neighbors_ambiguous,0.16,0.36,False,0.3285882517695427,mixed_neighbors_ambiguous,0.08,0.32,False,3.804784440994263,feature_space_overlap_with_pred_class,0.0,1.0,False,5.763061561584473,model_amplification,3,1
6701,Spyware,Ransomware,False,0.9977915,0,0,mixed_neighbors_ambiguous,0.16,0.36,False,0.7807089233398438,mixed_neighbors_ambiguous,0.32,0.4,False,5.602892074584961,OOD_or_distribution_shift,0.0,1.0,True,8.290261497497559,model_amplification,2,1
11203,Trojan,Ransomware,False,0.99765116,0,0,model_boundary_failure_knn_true_neighbors,0.96,0.04,False,0.782353732585907,mixed_neighbors_ambiguous,0.44,0.36,False,5.436116008758545,feature_space_overlap_with_pred_class,0.0,1.0,False,5.650744495391845,model_amplification,3,1
9619,Ransomware,Spyware,False,0.99761885,0,0,OOD_or_distribution_shift,0.44,0.48,True,1.5652079248428346,model_boundary_failure_knn_true_neighbors,0.56,0.4,False,6.585660037994384,feature_space_overlap_with_pred_class,0.0,1.0,False,3.947126846313477,model_amplification,1,2
3489,Spyware,Trojan,False,0.99740285,0,0,feature_space_overlap_with_pred_class,0.08,0.72,False,0.5727765738964081,mixed_neighbors_ambiguous,0.16,0.4,False,5.102575626373291,OOD_or_distribution_shift,0.0,1.0,True,7.924716987609863,model_amplification,2,3
53,Ransomware,Spyware,False,0.9972982,0,0,OOD_or_distribution_shift,0.56,0.36,True,9.5162003326416,model_boundary_failure_knn_true_neighbors,0.56,0.28,False,6.246551551818848,feature_space_overlap_with_pred_class,0.0,1.0,False,6.120521144866943,model_amplification,1,2
182,Trojan,Ransomware,False,0.9972372,0,0,mixed_neighbors_ambiguous,0.28,0.24,False,0.3867072525620461,mixed_neighbors_ambiguous,0.24,0.36,False,4.239289884567261,feature_space_overlap_with_pred_class,0.0,1.0,False,5.346603503227234,model_amplification,3,1
7614,Ransomware,Spyware,False,0.9970349,0,0,model_boundary_failure_knn_true_neighbors,0.52,0.16,False,0.2104813134670257,model_boundary_failure_knn_true_neighbors,0.56,0.24,False,3.619778184890747,OOD_or_distribution_shift,0.0,1.0,True,7.862555999755859,model_amplification,1,2
7063,Ransomware,Trojan,False,0.99684143,0,0,mixed_neighbors_ambiguous,0.32,0.28,False,0.1099077142775058,mixed_neighbors_ambiguous,0.44,0.4,False,3.486171941757202,feature_space_overlap_with_pred_class,0.0,1.0,False,5.38284743309021,model_amplification,1,3
10755,Spyware,Trojan,False,0.9968086,0,0,feature_space_overlap_with_pred_class,0.4,0.52,False,0.6226904392242432,model_boundary_failure_knn_true_neighbors,0.6,0.32,False,4.472628946304321,OOD_or_distribution_shift,0.0,1.0,True,9.422020683288574,model_amplification,2,3
8304,Spyware,Ransomware,False,0.9967951,0,0,mixed_neighbors_ambiguous,0.4,0.12,False,0.6135460746288299,mixed_neighbors_ambiguous,0.24,0.4,False,4.676421546936036,OOD_or_distribution_shift,0.0,1.0,True,7.927124118804931,model_amplification,2,1
7575,Spyware,Ransomware,False,0.99676645,0,0,model_boundary_failure_knn_true_neighbors,0.64,0.36,False,1.0558222714066503,model_boundary_failure_knn_true_neighbors,0.8,0.2,False,5.995169143676758,feature_space_overlap_with_pred_class,0.04,0.96,False,3.9247035121917726,model_amplification,2,1
11543,Ransomware,Trojan,False,0.9967332,0,0,mixed_neighbors_ambiguous,0.36,0.28,False,0.6802729976177215,mixed_neighbors_ambiguous,0.48,0.24,False,4.9611553382873534,OOD_or_distribution_shift,0.0,1.0,True,7.989964427947998,model_amplification,1,3
8834,Spyware,Ransomware,False,0.9962165,0,0,feature_space_overlap_with_pred_class,0.28,0.56,False,0.5819629907608033,mixed_neighbors_ambiguous,0.24,0.32,False,4.557972259521485,OOD_or_distribution_shift,0.0,1.0,True,8.84882568359375,model_amplification,2,1
4192,Trojan,Ransomware,False,0.9961463,0,0,mixed_neighbors_ambiguous,0.44,0.24,False,0.1385463055968284,mixed_neighbors_ambiguous,0.48,0.16,False,4.020785074234009,feature_space_overlap_with_pred_class,0.0,1.0,False,4.065577983856201,model_amplification,3,1
799,Ransomware,Spyware,False,0.99609727,0,0,mixed_neighbors_ambiguous,0.4,0.28,False,0.3780221956968307,mixed_neighbors_ambiguous,0.4,0.28,False,5.627844505310058,feature_space_overlap_with_pred_class,0.0,1.0,False,6.429431190490723,model_amplification,1,2
370,Spyware,Ransomware,False,0.99604493,0,0,OOD_or_distribution_shift,0.4,0.48,True,2.021228704452515,mixed_neighbors_ambiguous,0.36,0.44,False,6.233334426879883,OOD_or_distribution_shift,0.0,1.0,True,8.852764873504638,model_amplification,2,1
8011,Ransomware,Spyware,False,0.99568653,0,0,mixed_neighbors_ambiguous,0.4,0.4,False,0.2090303522348404,mixed_neighbors_ambiguous,0.4,0.12,False,3.490894012451172,feature_space_overlap_with_pred_class,0.0,1.0,False,6.616704502105713,model_amplification,1,2
2206,Spyware,Trojan,False,0.99566805,0,0,mixed_neighbors_ambiguous,0.24,0.2,False,0.2881265631318092,mixed_neighbors_ambiguous,0.24,0.4,False,3.887919101715088,feature_space_overlap_with_pred_class,0.0,1.0,False,4.888955688476562,model_amplification,2,3
10736,Trojan,Ransomware,False,0.9954863,0,0,mixed_neighbors_ambiguous,0.24,0.48,False,0.1306361930072307,mixed_neighbors_ambiguous,0.24,0.44,False,3.711663703918457,feature_space_overlap_with_pred_class,0.0,1.0,False,4.547910451889038,model_amplification,3,1
3065,Trojan,Ransomware,False,0.9950393,0,0,mixed_neighbors_ambiguous,0.2,0.48,False,0.3069340974092484,feature_space_overlap_with_pred_class,0.08,0.56,False,3.749230241775513,feature_space_overlap_with_pred_class,0.0,1.0,False,4.8459852600097655,model_amplification,3,1
8239,Spyware,Ransomware,False,0.9947466,0,0,model_boundary_failure_knn_true_neighbors,0.52,0.48,False,0.3998058933019638,feature_space_overlap_with_pred_class,0.48,0.52,False,5.710855598449707,feature_space_overlap_with_pred_class,0.0,1.0,False,5.13787919998169,model_amplification,2,1
8113,Trojan,Ransomware,False,0.99456775,0,0,mixed_neighbors_ambiguous,0.32,0.24,False,0.7441583609580994,mixed_neighbors_ambiguous,0.48,0.32,False,5.663563938140869,OOD_or_distribution_shift,0.04,0.96,True,9.20109432220459,model_amplification,3,1
8010,Spyware,Trojan,False,0.9945597,0,0,mixed_neighbors_ambiguous,0.12,0.44,False,0.7238191103935242,mixed_neighbors_ambiguous,0.32,0.4,False,5.19572036743164,OOD_or_distribution_shift,0.0,1.0,True,8.748746299743653,model_amplification,2,3
10925,Ransomware,Trojan,False,0.99391985,0,0,model_boundary_failure_knn_true_neighbors,0.68,0.2,False,0.9388914108276368,feature_space_overlap_with_pred_class,0.32,0.56,False,3.793405466079712,OOD_or_distribution_shift,0.0,1.0,True,8.217239627838135,model_amplification,1,3
4126,Ransomware,Trojan,False,0.9936977,0,0,mixed_neighbors_ambiguous,0.08,0.48,False,0.1237797179073095,feature_space_overlap_with_pred_class,0.08,0.64,False,4.103202590942383,feature_space_overlap_with_pred_class,0.0,1.0,False,7.449172687530518,model_amplification,1,3
11583,Spyware,Trojan,False,0.99368733,0,0,feature_space_overlap_with_pred_class,0.08,0.76,False,0.7838688015937805,mixed_neighbors_ambiguous,0.36,0.4,False,4.442554454803467,feature_space_overlap_with_pred_class,0.0,1.0,False,5.715329780578613,model_amplification,2,3
603,Trojan,Spyware,False,0.99364614,0,0,model_boundary_failure_knn_true_neighbors,0.52,0.24,False,0.6889507377147674,mixed_neighbors_ambiguous,0.36,0.28,False,4.566221551895142,OOD_or_distribution_shift,0.0,1.0,True,9.947587852478028,model_amplification,3,2
10481,Spyware,Trojan,False,0.99364144,0,0,mixed_neighbors_ambiguous,0.4,0.28,False,0.8361454248428345,mixed_neighbors_ambiguous,0.32,0.48,False,4.360396413803101,OOD_or_distribution_shift,0.0,1.0,True,8.80156810760498,model_amplification,2,3
11385,Trojan,Ransomware,False,0.99363106,0,0,mixed_neighbors_ambiguous,0.4,0.36,False,0.6701607275009155,mixed_neighbors_ambiguous,0.32,0.32,False,5.442131671905518,OOD_or_distribution_shift,0.0,1.0,True,8.736368675231933,model_amplification,3,1
2775,Spyware,Trojan,False,0.99345547,0,0,model_boundary_failure_knn_true_neighbors,0.6,0.24,False,0.1169489841535687,feature_space_overlap_with_pred_class,0.24,0.56,False,3.7962864112854,feature_space_overlap_with_pred_class,0.0,1.0,False,2.5853124904632567,model_amplification,2,3
4661,Spyware,Trojan,False,0.993331,0,0,mixed_neighbors_ambiguous,0.32,0.32,False,0.1331662136316299,feature_space_overlap_with_pred_class,0.2,0.52,False,4.233545694351196,feature_space_overlap_with_pred_class,0.04,0.96,False,5.858807039260864,model_amplification,2,3
7394,Trojan,Ransomware,False,0.99298155,0,0,mixed_neighbors_ambiguous,0.24,0.48,False,0.6459066200256348,mixed_neighbors_ambiguous,0.16,0.4,False,4.956230869293213,feature_space_overlap_with_pred_class,0.0,1.0,False,7.406321296691894,model_amplification,3,1
2147,Trojan,Ransomware,False,0.99283856,0,0,mixed_neighbors_ambiguous,0.32,0.24,False,0.4419465614110231,mixed_neighbors_ambiguous,0.32,0.36,False,3.819101657867432,OOD_or_distribution_shift,0.0,1.0,True,8.9422212600708,model_amplification,3,1
4178,Spyware,Ransomware,False,0.9928127,0,0,feature_space_overlap_with_pred_class,0.12,0.6,False,0.2416461926698684,mixed_neighbors_ambiguous,0.16,0.48,False,4.850032978057861,OOD_or_distribution_shift,0.0,1.0,True,7.855842247009277,model_amplification,2,1
8968,Spyware,Trojan,False,0.99274725,0,0,mixed_neighbors_ambiguous,0.24,0.4,False,0.0807005028426647,mixed_neighbors_ambiguous,0.08,0.4,False,4.0295000171661375,feature_space_overlap_with_pred_class,0.0,1.0,False,5.695451526641846,model_amplification,2,3
7006,Trojan,Spyware,False,0.9927269,0,0,feature_space_overlap_with_pred_class,0.12,0.8,False,0.448293177485466,mixed_neighbors_ambiguous,0.4,0.28,False,4.3290932178497314,feature_space_overlap_with_pred_class,0.0,1.0,False,6.329078159332275,model_amplification,3,2
6607,Trojan,Ransomware,False,0.9927004,0,0,mixed_neighbors_ambiguous,0.2,0.12,False,0.6592951810359955,mixed_neighbors_ambiguous,0.16,0.2,False,4.5315195751190185,OOD_or_distribution_shift,0.0,1.0,True,8.6861741065979,model_amplification,3,1
9070,Spyware,Trojan,False,0.9926717,0,0,mixed_neighbors_ambiguous,0.12,0.44,False,0.6947413116693497,mixed_neighbors_ambiguous,0.28,0.28,False,4.858876314163208,feature_space_overlap_with_pred_class,0.0,1.0,False,6.616938285827636,model_amplification,2,3
5127,Spyware,Trojan,False,0.9924798,0,0,mixed_neighbors_ambiguous,0.2,0.32,False,0.7545797085762024,mixed_neighbors_ambiguous,0.32,0.24,False,5.003553123474121,feature_space_overlap_with_pred_class,0.0,1.0,False,7.05014326095581,model_amplification,2,3
1254,Ransomware,Trojan,False,0.992331,0,0,mixed_neighbors_ambiguous,0.4,0.4,False,0.5824742841720582,mixed_neighbors_ambiguous,0.4,0.28,False,4.365700998306274,feature_space_overlap_with_pred_class,0.0,1.0,False,7.454894638061523,model_amplification,1,3
