run,split,feature_idx,feature,strategy,num_bins,bins_used,dead_bins,used_bin_ratio,dominant_bin,dominant_bin_count,dominant_bin_ratio,rare_used_bins_le5,rare_used_bin_ratio_le5,rare_cell_ratio_own_le5,rare_cell_ratio_trainref_le5,unseen_cell_ratio_trainref,entropy_norm,compression_factor,offset_nonzero_ratio,offset_mean,offset_std,offset_unique_approx,class_Benign_bins_used,class_Benign_dominant_ratio,class_Benign_rare_trainref_ratio,class_Ransomware_bins_used,class_Ransomware_dominant_ratio,class_Ransomware_rare_trainref_ratio,class_Spyware_bins_used,class_Spyware_dominant_ratio,class_Spyware_rare_trainref_ratio,class_Trojan_bins_used,class_Trojan_dominant_ratio,class_Trojan_rare_trainref_ratio
K1024_ABS_CONTROL,train,16,handles.nsemaphore,unknown,1024,624,400,0.609375,418,1789,0.038164519156924655,199,0.3189102564102564,0.012949057086782149,0.012949057086782149,0.0,0.8012217111358376,75.12179487179488,0.9999573342435362,0.5022760033607483,0.29273900389671326,623,486,0.04569502517279631,0.025898114173564298,269,0.1018896833503575,0.03843207354443309,335,0.10017465069860279,0.05376746506986028,251,0.116600790513834,0.04519104084321476
K1024_ABS_CONTROL,train,17,handles.ntimer,unknown,1024,123,901,0.1201171875,30,4015,0.08565150610120317,30,0.24390243902439024,0.0013866370850755185,0.0013866370850755185,0.0,0.7453838702633432,381.1056910569106,0.0,0.0,0.0,1,90,0.11417356429729499,0.002474613874904002,60,0.17951991828396321,0.006767109295199183,87,0.14471057884231536,0.010978043912175649,62,0.19090909090909092,0.007246376811594203
K1024_ABS_CONTROL,train,18,handles.nsection,unknown,1024,62,962,0.060546875,8,7651,0.16321785135250447,17,0.27419354838709675,0.00040532468640669,0.00040532468640669,0.0,0.6968241013472645,756.0645161290323,0.9999573342435362,0.530153751373291,0.3050896227359772,611,45,0.1637938390647666,0.0008533151292772421,23,0.30822267620020427,0.0015321756894790602,50,0.3157435129740519,0.005863273453093812,21,0.3525691699604743,0.002108036890645586
K1024_ABS_CONTROL,train,19,handles.nmutant,unknown,1024,405,619,0.3955078125,246,2586,0.0551668231077737,59,0.145679012345679,0.00243194811844014,0.00243194811844014,0.0,0.8406808847073096,115.7432098765432,0.805380151890093,0.4082302451133728,0.2871685326099396,5,363,0.051753562590664735,0.011519754245242769,132,0.10967824310520939,0.010597548518896834,172,0.09718063872255489,0.016092814371257484,144,0.12490118577075099,0.019367588932806323
K1024_ABS_CONTROL,train,20,ldrmodules.not_in_load,unknown,1024,145,879,0.1416015625,176,3319,0.07080382285177916,29,0.2,0.001599965867394829,0.001599965867394829,0.0,0.7895089801002002,323.28275862068966,0.9999360013653043,0.5093467235565186,0.2886631488800049,144,133,0.06523594163324516,0.003285263247717382,76,0.16713483146067415,0.010597548518896834,83,0.11601796407185629,0.009481037924151697,61,0.15889328063241107,0.008827404479578393
K1024_ABS_CONTROL,train,21,ldrmodules.not_in_init,unknown,1024,180,844,0.17578125,286,2394,0.05107091048724294,38,0.2111111111111111,0.0020266234320334498,0.0020266234320334498,0.0,0.8092464216563752,260.4222222222222,0.9686406689990613,0.5148187875747681,0.3081662654876709,82,153,0.058025428790852464,0.004181244133458486,90,0.09856996935648621,0.010469867211440245,110,0.09892714570858284,0.015469061876247504,80,0.11212121212121212,0.008300395256916997
K1024_ABS_CONTROL,train,22,ldrmodules.not_in_mem,unknown,1024,145,879,0.1416015625,176,3309,0.07059049406945986,29,0.2,0.001599965867394829,0.001599965867394829,0.0,0.789586786756279,323.28275862068966,0.9999360013653043,0.5091197490692139,0.2886137068271637,144,133,0.06523594163324516,0.003285263247717382,77,0.16675178753830439,0.010597548518896834,83,0.11651696606786427,0.009481037924151697,61,0.15836627140974968,0.008168642951251647
K1024_ABS_CONTROL,train,23,ldrmodules.not_in_load_avg,unknown,1024,164,860,0.16015625,25,4307,0.09188070654492704,101,0.6158536585365854,0.0027306084136871746,0.0027306084136871746,0.0,0.6863519021384357,285.8292682926829,0.9999573342435362,0.4788454473018646,0.2983684837818146,15313,65,0.08989674886935746,0.00029866029524703474,115,0.1579417773237998,0.01481103166496425,95,0.18163672654690619,0.011726546906187624,60,0.23201581027667983,0.00909090909090909
K1024_ABS_CONTROL,train,24,ldrmodules.not_in_init_avg,unknown,1024,196,828,0.19140625,22,4034,0.08605683078760987,138,0.7040816326530612,0.004373240037545865,0.004373240037545865,0.0,0.6211098683497196,239.16326530612244,0.9999573342435362,0.4840813875198364,0.291394978761673,15452,93,0.0953579656967318,0.002133287823193105,124,0.17696629213483145,0.018769152196118487,99,0.16130239520958084,0.011976047904191617,64,0.20171277997364953,0.007641633728590251
K1024_ABS_CONTROL,train,25,ldrmodules.not_in_mem_avg,unknown,1024,164,860,0.16015625,25,4316,0.09207270244901442,101,0.6158536585365854,0.0027306084136871746,0.0027306084136871746,0.0,0.6862663014179593,285.8292682926829,0.9999573342435362,0.47905778884887695,0.29833322763442993,15312,65,0.08989674886935746,0.00029866029524703474,114,0.1579417773237998,0.01468335035750766,95,0.18176147704590817,0.011726546906187624,60,0.23241106719367588,0.00909090909090909
K1024_ABS_CONTROL,train,26,malfind.ninjections,unknown,1024,111,913,0.1083984375,2,19889,0.4242896151548767,49,0.44144144144144143,0.002367949483744347,0.002367949483744347,0.0,0.414439567232933,422.3063063063063,0.0,0.0,0.0,1,21,0.28820718491338854,0.0003413260517108968,78,0.6049540347293156,0.010980592441266599,83,0.6065369261477046,0.01222554890219561,39,0.6592885375494071,0.005006587615283268
K1024_ABS_CONTROL,train,27,malfind.commitCharge,unknown,1024,121,903,0.1181640625,0,44607,0.9515956992917485,88,0.7272727272727273,0.004586568819865176,0.004586568819865176,0.0,0.06114704583331559,387.40495867768595,0.9893762266404983,0.06875729560852051,0.177344411611557,487,1,1.0,0.0,64,0.8849591419816139,0.010597548518896834,45,0.8549151696606786,0.009481037924151697,54,0.9729907773386034,0.015678524374176547
K1024_ABS_CONTROL,train,28,malfind.protection,unknown,1024,123,901,0.1201171875,3,19583,0.4177617544159058,50,0.4065040650406504,0.00243194811844014,0.00243194811844014,0.0,0.4332614072738257,381.1056910569106,0.9897175526922092,0.4719848036766052,0.27384886145591736,201,33,0.26947691782575306,0.0006399863469579316,78,0.6049540347293156,0.010980592441266599,83,0.6065369261477046,0.01222554890219561,39,0.6592885375494071,0.005006587615283268
K1024_ABS_CONTROL,train,29,malfind.uniqueInjections,unknown,1024,144,880,0.140625,0,20131,0.429452171687004,82,0.5694444444444444,0.0038185852035156585,0.0038185852035156585,0.0,0.3843564349356226,325.52777777777777,0.572702449014421,0.3856007754802704,0.37454840540885925,4440,12,0.30787609864322896,0.0,95,0.8366956077630235,0.015832482124616958,102,0.811751497005988,0.01472055888223553,41,0.8433465085638999,0.00461133069828722
K1024_ABS_CONTROL,train,30,psxview.not_in_pslist,unknown,1024,40,984,0.0390625,0,23341,0.4979307108115027,9,0.225,0.0003839918081747589,0.0003839918081747589,0.0,0.48112950985662273,1171.9,0.0,0.0,0.0,1,18,0.5931393463606109,0.00012799726939158632,36,0.42147599591419815,0.007150153217568948,36,0.41404690618762474,0.003493013972055888,21,0.37140974967061924,0.002898550724637681
K1024_ABS_CONTROL,train,31,psxview.not_in_eprocess_pool,unknown,1024,2,1022,0.001953125,0,46773,0.9978027135421111,0,0.0,0.0,0.0,0.0,0.02256870316578253,23438.0,0.0,0.0,0.0,1,2,0.9994453451659698,0.0,2,0.9969356486210419,0.0,2,0.9953842315369261,0.0,2,0.9961791831357049,0.0
K1024_ABS_CONTROL,train,32,psxview.not_in_ethread_pool,unknown,1024,78,946,0.076171875,0,20550,0.43839064766618313,42,0.5384615384615384,0.0014506357197713116,0.0014506357197713116,0.0,0.4418943899258692,600.974358974359,0.0,0.0,0.0,1,22,0.5441163921836334,0.0001706630258554484,69,0.3269918283963228,0.012257405515832482,53,0.33907185628742514,0.003992015968063872,28,0.33175230566534913,0.0030303030303030303
K1024_ABS_CONTROL,train,33,psxview.not_in_pspcid_list,unknown,1024,40,984,0.0390625,0,23338,0.4978667121768069,9,0.225,0.00042665756463862106,0.00042665756463862106,0.0,0.4812722049435046,1171.9,0.0,0.0,0.0,1,18,0.5931393463606109,0.00012799726939158632,36,0.421220633299285,0.007405515832482125,36,0.41404690618762474,0.003493013972055888,22,0.37127799736495387,0.0030303030303030303
K1024_ABS_CONTROL,train,34,psxview.not_in_csrss_handles,unknown,1024,78,946,0.076171875,0,20508,0.437494666780442,42,0.5384615384615384,0.0014506357197713116,0.0014506357197713116,0.0,0.44227375658034435,600.974358974359,0.0,0.0,0.0,1,22,0.54330574281082,0.0001706630258554484,69,0.3263534218590398,0.01238508682328907,53,0.3379491017964072,0.004740518962075849,28,0.330566534914361,0.0030303030303030303
K1024_ABS_CONTROL,train,35,psxview.not_in_session,unknown,1024,40,984,0.0390625,0,23349,0.49810137383735814,9,0.225,0.0003839918081747589,0.0003839918081747589,0.0,0.4810606180111996,1171.9,0.0,0.0,0.0,1,18,0.5931393463606109,0.00012799726939158632,36,0.4219867211440245,0.007150153217568948,36,0.41429640718562877,0.003493013972055888,21,0.3716732542819499,0.002898550724637681
K1024_ABS_CONTROL,train,36,psxview.not_in_deskthrd,unknown,1024,82,942,0.080078125,2,18138,0.3869357453707654,42,0.5121951219512195,0.0013439713286116563,0.0013439713286116563,0.0,0.4825476873298571,571.6585365853658,0.0,0.0,0.0,1,23,0.5038825838382115,0.0001706630258554484,71,0.27145045965270687,0.011235955056179775,54,0.25823353293413176,0.0029940119760479044,29,0.2808959156785244,0.0034255599472990776
K1024_ABS_CONTROL,train,37,psxview.not_in_pslist_false_avg,unknown,1024,569,455,0.5556640625,0,20945,0.44681713456779587,169,0.29701230228471004,0.009151804761498421,0.009151804761498421,0.0,0.5420011677532909,82.38312829525483,0.5544841710043519,0.2556900978088379,0.30555459856987,7745,478,0.49091219387319734,0.014079699633074495,229,0.42147599591419815,0.03536772216547497,274,0.41404690618762474,0.04615768463073852,137,0.37140974967061924,0.015151515151515152
K1024_ABS_CONTROL,train,38,psxview.not_in_eprocess_pool_false_avg,unknown,1024,145,879,0.1416015625,0,46638,0.9949227749808004,138,0.9517241379310345,0.003669255055892141,0.003669255055892141,0.0,0.011063447230060077,323.28275862068966,0.005034559262735728,0.002377163851633668,0.039184533059597015,158,128,0.9936854680433485,0.00588787439201297,11,0.9969356486210419,0.0022982635342185904,19,0.9953842315369261,0.003493013972055888,12,0.9961791831357049,0.002766798418972332
K1024_ABS_CONTROL,train,39,psxview.not_in_ethread_pool_false_avg,unknown,1024,532,492,0.51953125,0,18250,0.3893250277327417,220,0.41353383458646614,0.008853144466251387,0.008853144466251387,0.0,0.5693216561328808,88.11278195488721,0.6124669340387405,0.29046499729156494,0.3184119760990143,8286,363,0.44598515231675057,0.007978496458742214,254,0.3269918283963228,0.03600612870275792,295,0.33907185628742514,0.04902694610778443,131,0.33175230566534913,0.017127799736495388
K1024_ABS_CONTROL,train,40,psxview.not_in_pspcid_list_false_avg,unknown,1024,358,666,0.349609375,0,20999,0.44796910999232015,103,0.2877094972067039,0.00445857155047359,0.00445857155047359,0.0,0.5501241762669746,130.9385474860335,0.5545481696390477,0.29124748706817627,0.33484914898872375,7699,269,0.4933441419916375,0.003370594760645106,205,0.421220633299285,0.0329417773237998,235,0.41404690618762474,0.0407934131736527,127,0.37127799736495387,0.014624505928853756
K1024_ABS_CONTROL,train,41,psxview.not_in_csrss_handles_false_avg,unknown,1024,546,478,0.533203125,88,2976,0.06348664561822681,210,0.38461538461538464,0.008426486901612766,0.008426486901612766,0.0,0.7195701266236822,85.85347985347985,0.9999573342435362,0.5263683199882507,0.25251734256744385,9426,383,0.09561396023551498,0.007210512842392696,263,0.08184371807967314,0.03638917262512768,294,0.07372754491017965,0.046906187624750496,145,0.09090909090909091,0.018972332015810278
K1024_ABS_CONTROL,train,42,psxview.not_in_session_false_avg,unknown,1024,607,417,0.5927734375,72,3193,0.06811588019455585,198,0.3261943986820428,0.009877122621384076,0.009877122621384076,0.0,0.7111152060239037,77.22570016474465,0.9999573342435362,0.595857560634613,0.2711961567401886,9516,487,0.09979520436897346,0.012330403618056148,255,0.08350357507660879,0.03932584269662921,294,0.07734530938123753,0.04491017964071856,158,0.091699604743083,0.017654808959156786
K1024_ABS_CONTROL,train,43,psxview.not_in_deskthrd_false_avg,unknown,1024,567,457,0.5537109375,128,2941,0.06273999488010923,209,0.36860670194003525,0.00851181841454049,0.00851181841454049,0.0,0.7270295878206029,82.67372134038801,0.9999573342435362,0.5832621455192566,0.2745494544506073,9588,387,0.09501663964502091,0.005631879853229798,290,0.07852400408580183,0.04468845760980592,310,0.06661676646706587,0.04777944111776447,156,0.08880105401844532,0.016732542819499343
K1024_ABS_CONTROL,train,44,modules.nmodules,unknown,1024,3,1021,0.0029296875,2,45067,0.9614088232784367,1,0.3333333333333333,2.133287823193105e-05,2.133287823193105e-05,0.0,0.14893518717180834,15625.333333333334,0.0,0.0,0.0,1,2,0.9852376482635037,0.0,2,0.9452247191011236,0.0,3,0.9089321357285429,0.000124750499001996,2,0.9599472990777339,0.0
K1024_ABS_CONTROL,train,45,svcscan.nservices,unknown,1024,30,994,0.029296875,23,21808,0.4652274084819524,16,0.5333333333333333,0.0005759877122621384,0.0005759877122621384,0.0,0.34744347878889764,1562.5333333333333,0.0,0.0,0.0,1,8,0.7336803481525728,0.0,24,0.9360316649642493,0.003192032686414709,13,0.8995758483033932,0.001746506986027944,8,0.9548089591567852,0.001054018445322793
K1024_ABS_CONTROL,train,46,svcscan.kernel_drivers,unknown,1024,19,1005,0.0185546875,18,23354,0.4982080382285178,12,0.631578947368421,0.0003413260517108968,0.0003413260517108968,0.0,0.28582173062486177,2467.157894736842,0.0,0.0,0.0,1,3,0.9940694598515232,0.0,15,0.9387129724208376,0.0020429009193054137,9,0.9024451097804391,0.0007485029940119761,5,0.9573122529644269,0.00026350461133069827
K1024_ABS_CONTROL,train,47,svcscan.fs_drivers,unknown,1024,10,1014,0.009765625,9,46831,0.9990400204795631,7,0.7,0.0001706630258554484,0.0001706630258554484,0.0,0.003866070213091662,4687.6,0.0,0.0,0.0,1,1,1.0,0.0,7,0.9952757916241062,0.0006384065372829418,5,0.999251497005988,0.0007485029940119761,2,0.9997364953886693,0.00026350461133069827
K1024_ABS_CONTROL,train,48,svcscan.process_services,unknown,1024,14,1010,0.013671875,10,27688,0.590664732485707,6,0.42857142857142855,0.00025599453878317265,0.00025599453878317265,0.0,0.32624826091225567,3348.285714285714,0.0,0.0,0.0,1,4,0.73453366328185,0.0,11,0.9370531154239019,0.0010214504596527069,6,0.905688622754491,0.0007485029940119761,4,0.9563899868247694,0.00026350461133069827
K1024_ABS_CONTROL,train,49,svcscan.shared_process_services,unknown,1024,22,1002,0.021484375,21,23354,0.4982080382285178,14,0.6363636363636364,0.00046932332110248315,0.00046932332110248315,0.0,0.2762666726609017,2130.7272727272725,0.0,0.0,0.0,1,5,0.9940694598515232,0.0,17,0.9370531154239019,0.0020429009193054137,10,0.8998253493013972,0.0007485029940119761,6,0.9552042160737813,0.00026350461133069827
K1024_ABS_CONTROL,train,50,svcscan.interactive_process_services,unknown,1024,1,1023,0.0009765625,0,46876,1.0,0,0.0,0.0,0.0,0.0,-1.4428232973175177e-12,46876.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0
K1024_ABS_CONTROL,train,51,svcscan.nactive,unknown,1024,34,990,0.033203125,27,11396,0.24310948033108626,14,0.4117647058823529,0.0005119890775663453,0.0005119890775663453,0.0,0.6257817858570436,1378.7058823529412,0.0,0.0,0.0,1,15,0.42426828227664476,4.26657564638621e-05,25,0.31843718079673133,0.002425944841675179,19,0.3410678642714571,0.000873253493013972,15,0.36100131752305664,0.00026350461133069827
K1024_ABS_CONTROL,train,52,callbacks.ncallbacks,unknown,1024,13,1011,0.0126953125,11,20049,0.42770287567198567,4,0.3076923076923077,0.00014933014762351737,0.00014933014762351737,0.0,0.44011199341175156,3605.846153846154,0.0,0.0,0.0,1,2,0.7380322553118867,0.0,12,0.47880490296220635,0.0005107252298263534,10,0.4441117764471058,0.000499001996007984,8,0.48563899868247695,0.00013175230566534913
K1024_ABS_CONTROL,train,53,callbacks.nanonymous,unknown,1024,2,1022,0.001953125,0,46836,0.9991466848707228,0,0.0,0.0,0.0,0.0,0.009929783324449003,23438.0,0.0,0.0,0.0,1,1,1.0,0.0,2,0.9969356486210419,0.0,1,1.0,0.0,2,0.9978919631093545,0.0
K1024_ABS_CONTROL,train,54,callbacks.ngeneric,unknown,1024,2,1022,0.001953125,1,46870,0.9998720027306084,0,0.0,0.0,0.0,0.0,0.0018398586095722102,23438.0,0.0,0.0,0.0,1,1,1.0,0.0,2,0.999361593462717,0.0006384065372829418,2,0.999875249500998,0.000124750499001996,1,1.0,0.0
K1024_ABS_CONTROL,val,0,pslist.nproc,unknown,1024,68,956,0.06640625,20,2022,0.17252559726962458,24,0.35294117647058826,0.0036689419795221845,0.0015358361774744026,0.0,0.6166524969519535,172.35294117647058,0.0,0.0,0.0,1,46,0.20204778156996586,0.0,48,0.14599285349668198,0.0030627871362940277,49,0.1501996007984032,0.00499001996007984,28,0.17817606747496045,0.0010542962572482868
K1024_ABS_CONTROL,val,1,pslist.nppid,unknown,1024,31,993,0.0302734375,4,3363,0.28694539249146755,14,0.45161290322580644,0.0024744027303754265,0.001621160409556314,0.0,0.5797912096797684,378.06451612903226,0.0,0.0,0.0,1,17,0.573037542662116,0.0,17,0.38029606942317506,0.0,29,0.3393213572854291,0.008483033932135729,13,0.3658408012651555,0.0010542962572482868
K1024_ABS_CONTROL,val,2,pslist.avg_threads,unknown,1024,493,531,0.4814453125,568,147,0.012542662116040956,168,0.3407707910750507,0.024744027303754267,0.013651877133105802,0.003242320819112628,0.9089961341052489,23.772819472616632,1.0,0.49803680181503296,0.28960463404655457,6295,346,0.012457337883959044,0.011945392491467578,218,0.02399183256763655,0.02348136804492088,258,0.02694610778443114,0.018463073852295408,182,0.028993147074327884,0.0036900369003690036
K1024_ABS_CONTROL,val,3,pslist.nprocs64bit,unknown,1024,1,1023,0.0009765625,0,11720,1.0,0,0.0,0.0,0.0,0.0,-1.4428232973175177e-12,11720.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0
K1024_ABS_CONTROL,val,4,pslist.avg_handlers,unknown,1024,204,820,0.19921875,161,605,0.05162116040955631,83,0.4068627450980392,0.01143344709897611,0.007081911262798635,0.0020477815699658703,0.8305208673840742,57.450980392156865,0.999914675767918,0.4988703429698944,0.28785911202430725,8929,92,0.05750853242320819,0.0005119453924914676,103,0.08984175599795814,0.019908116385911178,110,0.10179640718562874,0.015469061876247504,65,0.11808118081180811,0.005271481286241434
K1024_ABS_CONTROL,val,5,dlllist.ndlls,unknown,1024,639,385,0.6240234375,294,435,0.037116040955631396,322,0.5039123630672926,0.06168941979522184,0.0174061433447099,0.0028156996587030718,0.8508018283896868,18.34115805946792,0.999914675767918,0.4931824803352356,0.28977108001708984,1312,454,0.042150170648464165,0.025938566552901023,224,0.06023481368044921,0.009188361408882083,247,0.07385229540918163,0.013972055888223553,174,0.08803373748023194,0.0031628887717448603
K1024_ABS_CONTROL,val,6,dlllist.avg_dlls_per_proc,unknown,1024,478,546,0.466796875,707,418,0.03566552901023891,171,0.3577405857740586,0.02841296928327645,0.011177474402730375,0.002559726962457338,0.8584973457027035,24.518828451882847,1.0,0.5056924819946289,0.29002881050109863,4080,265,0.052901023890784986,0.002559726962457338,185,0.05615109749872384,0.033180193976518634,179,0.06986027944111776,0.020958083832335328,120,0.08856088560885608,0.004744333157617291
K1024_ABS_CONTROL,val,7,handles.nhandles,unknown,1024,286,738,0.279296875,101,406,0.034641638225255976,105,0.36713286713286714,0.020051194539249147,0.004948805460750853,0.0013651877133105802,0.8300471194537026,40.97902097902098,0.999914675767918,0.5024592280387878,0.289106160402298,4256,200,0.04931740614334471,0.00477815699658703,111,0.05666156202143951,0.006636038795303726,137,0.06636726546906188,0.003992015968063872,90,0.08223510806536637,0.004744333157617291
